DEBUG 
312:56:02,918  3424ms PetriNetsController    Get                - OnEntry
DEBUG 2016-12-20 00:09:26,477 18354ms LoggingAspect          OnEntry            - Before method: CreateNetwork execution
DEBUG 2016-12-20 00:09:26,478 18355ms LoggingAspect          OnExit             - After method: CreateNetwork was executed in 0 miliseconds
DEBUG 2016-12-20 00:09:33,027 24905ms LoggingAspect          OnEntry            - Before method: IsHistoryValid execution
DEBUG 2016-12-20 00:11:05,795 117672ms LoggingAspect          OnException        - Method: IsHistoryValid throw an excetion PostSharp.Aspects.MethodExecutionArgs
DEBUG 2016-12-20 00:11:05,813 117690ms LoggingAspect          OnExit             - After method: IsHistoryValid was executed in 92784 miliseconds
DEBUG 2016-12-20 00:11:05,814 117691ms LoggingAspect          OnException        - Method: Get throw an excetion PostSharp.Aspects.MethodExecutionArgs
DEBUG 2016-12-20 00:11:20,674   398ms LoggingAspect          OnEntry            - Before method: Get execution
DEBUG 2016-12-20 00:11:20,850   574ms LoggingAspect          OnEntry            - Before method: CreateNetwork execution
DEBUG 2016-12-20 00:11:20,851   575ms LoggingAspect          OnExit             - After method: CreateNetwork was executed in 0 miliseconds
DEBUG 2016-12-20 00:12:31,612 71336ms LoggingAspect          OnEntry            - Before method: IsHistoryValid execution
DEBUG 2016-12-20 00:17:42,305 28854ms LoggingAspect          OnEntry            - Before method: Get execution
DEBUG 2016-12-20 00:17:42,676 29226ms LoggingAspect          OnEntry            - Before method: CreateNetwork execution
DEBUG 2016-12-20 00:17:42,677 29227ms LoggingAspect          OnExit             - After method: CreateNetwork was executed in 0 miliseconds
DEBUG 2016-12-20 00:17:42,678 29228ms LoggingAspect          OnEntry            - Before method: IsHistoryValid execution
DEBUG 2016-12-20 00:19:51,976 158525ms LoggingAspect          OnException        - Method: IsHistoryValid throw an excetion PostSharp.Aspects.MethodExecutionArgs
DEBUG 2016-12-20 00:19:52,006 158555ms LoggingAspect          OnExit             - After method: IsHistoryValid was executed in 129327 miliseconds
DEBUG 2016-12-20 00:19:52,021 158570ms LoggingAspect          OnException        - Method: Get throw an excetion PostSharp.Aspects.MethodExecutionArgs
DEBUG 2016-12-20 00:19:58,444 164993ms LoggingAspect          OnExit             - After method: Get was executed in 136039 miliseconds
DEBUG 2016-12-20 00:20:06,883 173432ms LoggingAspect          OnEntry            - Before method: Get execution
DEBUG 2016-12-20 00:20:06,885 173434ms LoggingAspect          OnEntry            - Before method: CreateNetwork execution
DEBUG 2016-12-20 00:20:06,885 173434ms LoggingAspect          OnExit             - After method: CreateNetwork was executed in 0 miliseconds
DEBUG 2016-12-20 00:20:06,885 173434ms LoggingAspect          OnEntry            - Before method: IsHistoryValid execution
DEBUG 2016-12-20 00:28:05,564   193ms LoggingAspect          OnEntry            - Before method: Get execution
DEBUG 2016-12-20 00:28:05,763   392ms LoggingAspect          OnEntry            - Before method: CreateNetwork execution
DEBUG 2016-12-20 00:28:05,764   393ms LoggingAspect          OnExit             - After method: CreateNetwork was executed in 0 miliseconds
DEBUG 2016-12-20 00:28:05,765   394ms LoggingAspect          OnEntry            - Before method: IsHistoryValid execution
DEBUG 2016-12-20 00:29:41,937 14466ms LoggingAspect          OnEntry            - Before method: Get execution
DEBUG 2016-12-20 00:29:41,963 14492ms LoggingAspect          OnEntry            - Before method: Get execution
DEBUG 2016-12-20 00:29:42,121 14649ms LoggingAspect          OnEntry            - Before method: CreateNetwork execution
DEBUG 2016-12-20 00:29:42,121 14649ms LoggingAspect          OnEntry            - Before method: CreateNetwork execution
DEBUG 2016-12-20 00:29:42,122 14650ms LoggingAspect          OnExit             - After method: CreateNetwork was executed in 0 miliseconds
DEBUG 2016-12-20 00:29:42,122 14650ms LoggingAspect          OnExit             - After method: CreateNetwork was executed in 0 miliseconds
DEBUG 2016-12-20 00:29:42,123 14651ms LoggingAspect          OnEntry            - Before method: IsHistoryValid execution
